,Entity,Code,Year,Production,continent,id
22251,Madagascar,450.0,1964,70415.0,Africa,450
22263,Madagascar,450.0,1965,65640.0,Africa,450
22275,Madagascar,450.0,1966,71535.0,Africa,450
22287,Madagascar,450.0,1967,73065.0,Africa,450
22299,Madagascar,450.0,1968,70850.0,Africa,450
22311,Madagascar,450.0,1969,63945.0,Africa,450
22323,Madagascar,450.0,1970,66555.0,Africa,450
22335,Madagascar,450.0,1971,57710.0,Africa,450
22347,Madagascar,450.0,1972,68585.0,Africa,450
22359,Madagascar,450.0,1973,73880.0,Africa,450
22371,Madagascar,450.0,1974,80900.0,Africa,450
22383,Madagascar,450.0,1975,83560.0,Africa,450
22395,Madagascar,450.0,1976,78930.0,Africa,450
22407,Madagascar,450.0,1977,91520.0,Africa,450
22419,Madagascar,450.0,1978,78200.0,Africa,450
22431,Madagascar,450.0,1979,81565.0,Africa,450
22443,Madagascar,450.0,1980,79880.0,Africa,450
22455,Madagascar,450.0,1981,83460.0,Africa,450
22467,Madagascar,450.0,1982,81225.0,Africa,450
22479,Madagascar,450.0,1983,80855.0,Africa,450
22491,Madagascar,450.0,1984,81400.0,Africa,450
22503,Madagascar,450.0,1985,78500.0,Africa,450
22515,Madagascar,450.0,1986,82280.0,Africa,450
22527,Madagascar,450.0,1987,80750.0,Africa,450
22539,Madagascar,450.0,1988,83500.0,Africa,450
22551,Madagascar,450.0,1989,88200.0,Africa,450
22563,Madagascar,450.0,1990,85000.0,Africa,450
22575,Madagascar,450.0,1991,83865.0,Africa,450
22587,Madagascar,450.0,1992,79882.0,Africa,450
22599,Madagascar,450.0,1993,78000.0,Africa,450
22611,Madagascar,450.0,1994,70000.0,Africa,450
22623,Madagascar,450.0,1995,68000.0,Africa,450
22635,Madagascar,450.0,1996,68000.0,Africa,450
22647,Madagascar,450.0,1997,55000.0,Africa,450
22659,Madagascar,450.0,1998,60000.0,Africa,450
22671,Madagascar,450.0,1999,65000.0,Africa,450
22683,Madagascar,450.0,2000,58080.0,Africa,450
22695,Madagascar,450.0,2001,64530.0,Africa,450
22707,Madagascar,450.0,2002,61520.0,Africa,450
22719,Madagascar,450.0,2003,70315.0,Africa,450
22731,Madagascar,450.0,2004,67775.0,Africa,450
22743,Madagascar,450.0,2005,55500.0,Africa,450
22755,Madagascar,450.0,2006,61635.0,Africa,450
22767,Madagascar,450.0,2007,56470.0,Africa,450
22779,Madagascar,450.0,2008,56978.0,Africa,450
22791,Madagascar,450.0,2009,57491.0,Africa,450
22803,Madagascar,450.0,2010,58178.0,Africa,450
22815,Madagascar,450.0,2011,55698.04,Africa,450
22827,Madagascar,450.0,2012,53363.68,Africa,450
22839,Madagascar,450.0,2013,51627.54,Africa,450
22851,Madagascar,450.0,2014,49223.0,Africa,450
22863,Madagascar,450.0,2015,47507.0,Africa,450
22875,Madagascar,450.0,2016,53093.0,Africa,450
22887,Madagascar,450.0,2017,59602.0,Africa,450
22899,Madagascar,450.0,2018,55519.46,Africa,450
22911,Madagascar,450.0,2019,65760.0,Africa,450
22923,Madagascar,450.0,2020,42220.0,Africa,450
22935,Madagascar,450.0,2021,44394.54,Africa,450
22947,Malawi,454.0,1961,167.0,Africa,454
22959,Malawi,454.0,1962,198.0,Africa,454
22971,Malawi,454.0,1963,230.0,Africa,454
22983,Malawi,454.0,1964,133.0,Africa,454
22995,Malawi,454.0,1965,128.0,Africa,454
23007,Malawi,454.0,1966,166.0,Africa,454
23019,Malawi,454.0,1967,151.0,Africa,454
23031,Malawi,454.0,1968,145.0,Africa,454
23043,Malawi,454.0,1969,154.0,Africa,454
23055,Malawi,454.0,1970,263.0,Africa,454
23067,Malawi,454.0,1971,153.0,Africa,454
23079,Malawi,454.0,1972,186.0,Africa,454
23091,Malawi,454.0,1973,187.0,Africa,454
23103,Malawi,454.0,1974,625.0,Africa,454
23115,Malawi,454.0,1975,788.0,Africa,454
23127,Malawi,454.0,1976,880.0,Africa,454
23139,Malawi,454.0,1977,880.0,Africa,454
23151,Malawi,454.0,1978,900.0,Africa,454
23163,Malawi,454.0,1979,900.0,Africa,454
23175,Malawi,454.0,1980,1000.0,Africa,454
23187,Malawi,454.0,1981,1000.0,Africa,454
23199,Malawi,454.0,1982,1020.0,Africa,454
23211,Malawi,454.0,1983,1140.0,Africa,454
23223,Malawi,454.0,1984,1860.0,Africa,454
23235,Malawi,454.0,1985,3480.0,Africa,454
23247,Malawi,454.0,1986,3692.0,Africa,454
23259,Malawi,454.0,1987,4966.0,Africa,454
23271,Malawi,454.0,1988,4320.0,Africa,454
23283,Malawi,454.0,1989,6780.0,Africa,454
23295,Malawi,454.0,1990,6180.0,Africa,454
23307,Malawi,454.0,1991,7500.0,Africa,454
23319,Malawi,454.0,1992,8160.0,Africa,454
23331,Malawi,454.0,1993,3780.0,Africa,454
23343,Malawi,454.0,1994,5040.0,Africa,454
23355,Malawi,454.0,1995,5460.0,Africa,454
23367,Malawi,454.0,1996,4797.0,Africa,454
23379,Malawi,454.0,1997,4552.0,Africa,454
23391,Malawi,454.0,1998,3840.0,Africa,454
23403,Malawi,454.0,1999,3540.0,Africa,454
23415,Malawi,454.0,2000,3780.0,Africa,454
23427,Malawi,454.0,2001,4320.0,Africa,454
23439,Malawi,454.0,2002,2980.0,Africa,454
23451,Malawi,454.0,2003,2584.0,Africa,454
23463,Malawi,454.0,2004,1590.0,Africa,454
23475,Malawi,454.0,2005,1181.0,Africa,454
23487,Malawi,454.0,2006,2091.0,Africa,454
23499,Malawi,454.0,2007,1403.0,Africa,454
23511,Malawi,454.0,2008,1122.0,Africa,454
23523,Malawi,454.0,2009,5510.0,Africa,454
23535,Malawi,454.0,2010,4176.0,Africa,454
23547,Malawi,454.0,2011,4015.0,Africa,454
23559,Malawi,454.0,2012,5684.0,Africa,454
23571,Malawi,454.0,2013,5699.0,Africa,454
23583,Malawi,454.0,2014,6757.0,Africa,454
23595,Malawi,454.0,2015,7217.0,Africa,454
23607,Malawi,454.0,2016,7217.0,Africa,454
23619,Malawi,454.0,2017,8420.0,Africa,454
23631,Malawi,454.0,2018,11082.0,Africa,454
23643,Malawi,454.0,2019,11000.0,Africa,454
23655,Malawi,454.0,2020,10000.0,Africa,454
23667,Malawi,454.0,2021,10000.0,Africa,454
23679,Malaysia,458.0,1961,2700.0,Asia,458
23691,Malaysia,458.0,1962,2580.0,Asia,458
23703,Malaysia,458.0,1963,2820.0,Asia,458
23715,Malaysia,458.0,1964,3120.0,Asia,458
23727,Malaysia,458.0,1965,3120.0,Asia,458
23739,Malaysia,458.0,1966,3480.0,Asia,458
23751,Malaysia,458.0,1967,3420.0,Asia,458
23763,Malaysia,458.0,1968,3600.0,Asia,458
23775,Malaysia,458.0,1969,3780.0,Asia,458
23787,Malaysia,458.0,1970,3540.0,Asia,458
23799,Malaysia,458.0,1971,3960.0,Asia,458
23811,Malaysia,458.0,1972,4200.0,Asia,458
23823,Malaysia,458.0,1973,4920.0,Asia,458
23835,Malaysia,458.0,1974,5880.0,Asia,458
23847,Malaysia,458.0,1975,6240.0,Asia,458
23859,Malaysia,458.0,1976,8100.0,Asia,458
23871,Malaysia,458.0,1977,5400.0,Asia,458
23883,Malaysia,458.0,1978,6120.0,Asia,458
23895,Malaysia,458.0,1979,5880.0,Asia,458
23907,Malaysia,458.0,1980,10100.0,Asia,458
23919,Malaysia,458.0,1981,10400.0,Asia,458
23931,Malaysia,458.0,1982,11300.0,Asia,458
23943,Malaysia,458.0,1983,11900.0,Asia,458
23955,Malaysia,458.0,1984,11900.0,Asia,458
23967,Malaysia,458.0,1985,10900.0,Asia,458
23979,Malaysia,458.0,1986,10300.0,Asia,458
23991,Malaysia,458.0,1987,11500.0,Asia,458
24003,Malaysia,458.0,1988,9500.0,Asia,458
24015,Malaysia,458.0,1989,6732.0,Asia,458
24027,Malaysia,458.0,1990,7215.0,Asia,458
24039,Malaysia,458.0,1991,7600.0,Asia,458
24051,Malaysia,458.0,1992,9000.0,Asia,458
24063,Malaysia,458.0,1993,11100.0,Asia,458
24075,Malaysia,458.0,1994,11200.0,Asia,458
24087,Malaysia,458.0,1995,11300.0,Asia,458
24099,Malaysia,458.0,1996,15000.0,Asia,458
24111,Malaysia,458.0,1997,20000.0,Asia,458
24123,Malaysia,458.0,1998,28000.0,Asia,458
24135,Malaysia,458.0,1999,35000.0,Asia,458
24147,Malaysia,458.0,2000,39800.0,Asia,458
24159,Malaysia,458.0,2001,38500.0,Asia,458
24171,Malaysia,458.0,2002,39200.0,Asia,458
24183,Malaysia,458.0,2003,40000.0,Asia,458
24195,Malaysia,458.0,2004,39200.0,Asia,458
24207,Malaysia,458.0,2005,40000.0,Asia,458
24219,Malaysia,458.0,2006,32779.0,Asia,458
24231,Malaysia,458.0,2007,21213.0,Asia,458
24243,Malaysia,458.0,2008,23061.0,Asia,458
24255,Malaysia,458.0,2009,16332.0,Asia,458
24267,Malaysia,458.0,2010,15768.0,Asia,458
24279,Malaysia,458.0,2011,15064.0,Asia,458
24291,Malaysia,458.0,2012,10427.0,Asia,458
24303,Malaysia,458.0,2013,14739.0,Asia,458
24315,Malaysia,458.0,2014,8186.0,Asia,458
24327,Malaysia,458.0,2015,5929.0,Asia,458
24339,Malaysia,458.0,2016,7170.0,Asia,458
24351,Malaysia,458.0,2017,8109.18,Asia,458
24363,Malaysia,458.0,2018,3369.2,Asia,458
24375,Malaysia,458.0,2019,3558.5,Asia,458
24387,Malaysia,458.0,2020,4241.08,Asia,458
24399,Malaysia,458.0,2021,4150.55,Asia,458
24411,Martinique,474.0,1961,2400.0,,474
24412,Martinique,474.0,1962,2400.0,,474
24413,Martinique,474.0,1963,2400.0,,474
24414,Martinique,474.0,1964,2400.0,,474
24415,Martinique,474.0,1965,2400.0,,474
24416,Martinique,474.0,1966,2400.0,,474
24417,Martinique,474.0,1967,2400.0,,474
24418,Martinique,474.0,1968,2400.0,,474
24419,Martinique,474.0,1969,600.0,,474
24420,Martinique,474.0,1970,600.0,,474
24421,Martinique,474.0,1971,600.0,,474
24422,Martinique,474.0,1972,600.0,,474
24423,Martinique,474.0,1973,600.0,,474
24424,Martinique,474.0,1974,600.0,,474
24427,Martinique,474.0,1991,75.0,,474
24428,Martinique,474.0,1992,75.0,,474
24429,Martinique,474.0,1993,75.0,,474
24430,Martinique,474.0,1994,75.0,,474
24431,Martinique,474.0,1995,35.0,,474
24432,Martinique,474.0,1996,45.0,,474
24433,Martinique,474.0,1997,40.0,,474
24434,Martinique,474.0,1998,40.0,,474
24435,Martinique,474.0,1999,41.0,,474
24436,Martinique,474.0,2000,40.0,,474
24437,Martinique,474.0,2001,40.0,,474
24438,Martinique,474.0,2002,37.0,,474
24439,Martinique,474.0,2003,35.0,,474
24440,Martinique,474.0,2004,37.0,,474
24441,Martinique,474.0,2005,33.0,,474
24442,Martinique,474.0,2006,30.0,,474
24443,Mauritius,480.0,1987,40.0,Africa,480
24455,Mauritius,480.0,1988,40.0,Africa,480
24467,Mauritius,480.0,1989,50.0,Africa,480
24924,Mexico,484.0,1961,126616.0,Americas,484
24936,Mexico,484.0,1962,139794.0,Americas,484
24948,Mexico,484.0,1963,137069.0,Americas,484
24960,Mexico,484.0,1964,156477.0,Americas,484
24972,Mexico,484.0,1965,162149.0,Americas,484
24984,Mexico,484.0,1966,183005.0,Americas,484
24996,Mexico,484.0,1967,224505.0,Americas,484
25008,Mexico,484.0,1968,212656.0,Americas,484
25020,Mexico,484.0,1969,172734.0,Americas,484
25032,Mexico,484.0,1970,185293.0,Americas,484
25044,Mexico,484.0,1971,187495.0,Americas,484
25056,Mexico,484.0,1972,203462.0,Americas,484
25068,Mexico,484.0,1973,221718.0,Americas,484
25080,Mexico,484.0,1974,220767.0,Americas,484
25092,Mexico,484.0,1975,228264.0,Americas,484
25104,Mexico,484.0,1976,212200.0,Americas,484
25116,Mexico,484.0,1977,182010.0,Americas,484
25128,Mexico,484.0,1978,241602.0,Americas,484
25140,Mexico,484.0,1979,220191.0,Americas,484
25152,Mexico,484.0,1980,220040.0,Americas,484
25164,Mexico,484.0,1981,262904.0,Americas,484
25176,Mexico,484.0,1982,251768.0,Americas,484
25188,Mexico,484.0,1983,307948.0,Americas,484
25200,Mexico,484.0,1984,239870.0,Americas,484
25212,Mexico,484.0,1985,260197.0,Americas,484
25224,Mexico,484.0,1986,374828.0,Americas,484
25236,Mexico,484.0,1987,336180.0,Americas,484
25248,Mexico,484.0,1988,423000.0,Americas,484
25260,Mexico,484.0,1989,343440.0,Americas,484
25272,Mexico,484.0,1990,440000.0,Americas,484
25284,Mexico,484.0,1991,334330.0,Americas,484
25296,Mexico,484.0,1992,359665.0,Americas,484
25308,Mexico,484.0,1993,335627.0,Americas,484
25320,Mexico,484.0,1994,324500.0,Americas,484
25332,Mexico,484.0,1995,324526.0,Americas,484
25344,Mexico,484.0,1996,374153.0,Americas,484
25356,Mexico,484.0,1997,368315.0,Americas,484
25368,Mexico,484.0,1998,277372.0,Americas,484
25380,Mexico,484.0,1999,302119.0,Americas,484
25392,Mexico,484.0,2000,338170.0,Americas,484
25404,Mexico,484.0,2001,302996.0,Americas,484
25416,Mexico,484.0,2002,313027.0,Americas,484
25428,Mexico,484.0,2003,310861.0,Americas,484
25440,Mexico,484.0,2004,312413.0,Americas,484
25452,Mexico,484.0,2005,294364.0,Americas,484
25464,Mexico,484.0,2006,279635.0,Americas,484
25476,Mexico,484.0,2007,268565.0,Americas,484
25488,Mexico,484.0,2008,260442.0,Americas,484
25500,Mexico,484.0,2009,264472.0,Americas,484
25512,Mexico,484.0,2010,245271.0,Americas,484
25524,Mexico,484.0,2011,237056.0,Americas,484
25536,Mexico,484.0,2012,246121.0,Americas,484
25548,Mexico,484.0,2013,231596.0,Americas,484
25560,Mexico,484.0,2014,214667.0,Americas,484
25572,Mexico,484.0,2015,188934.0,Americas,484
25584,Mexico,484.0,2016,151714.0,Americas,484
25596,Mexico,484.0,2017,153777.4,Americas,484
25608,Mexico,484.0,2018,158307.98,Americas,484
25620,Mexico,484.0,2019,165712.27,Americas,484
25632,Mexico,484.0,2020,175554.62,Americas,484
25644,Mexico,484.0,2021,174341.0,Americas,484
25656,Mozambique,508.0,1961,1000.0,Africa,508
25668,Mozambique,508.0,1962,1000.0,Africa,508
25680,Mozambique,508.0,1963,1000.0,Africa,508
25692,Mozambique,508.0,1964,1000.0,Africa,508
25704,Mozambique,508.0,1965,1000.0,Africa,508
25716,Mozambique,508.0,1966,1000.0,Africa,508
25728,Mozambique,508.0,1967,1000.0,Africa,508
25740,Mozambique,508.0,1968,1000.0,Africa,508
25752,Mozambique,508.0,1969,1000.0,Africa,508
25764,Mozambique,508.0,1970,1000.0,Africa,508
25776,Mozambique,508.0,1971,1000.0,Africa,508
25788,Mozambique,508.0,1972,1000.0,Africa,508
25800,Mozambique,508.0,1973,1000.0,Africa,508
25812,Mozambique,508.0,1974,1000.0,Africa,508
25824,Mozambique,508.0,1975,1000.0,Africa,508
25836,Mozambique,508.0,1976,1000.0,Africa,508
25848,Mozambique,508.0,1977,1000.0,Africa,508
25860,Mozambique,508.0,1978,1000.0,Africa,508
25872,Mozambique,508.0,1979,1000.0,Africa,508
25884,Mozambique,508.0,1980,1000.0,Africa,508
25896,Mozambique,508.0,1981,1000.0,Africa,508
25908,Mozambique,508.0,1982,1000.0,Africa,508
25920,Mozambique,508.0,1983,1000.0,Africa,508
25932,Mozambique,508.0,1984,1000.0,Africa,508
25944,Mozambique,508.0,1985,1000.0,Africa,508
25956,Mozambique,508.0,1986,1000.0,Africa,508
25968,Mozambique,508.0,1987,1000.0,Africa,508
25980,Mozambique,508.0,1988,1000.0,Africa,508
25992,Mozambique,508.0,1989,1000.0,Africa,508
26004,Mozambique,508.0,1990,937.0,Africa,508
26016,Mozambique,508.0,1991,900.0,Africa,508
26028,Mozambique,508.0,1992,700.0,Africa,508
26040,Mozambique,508.0,1993,1000.0,Africa,508
26052,Mozambique,508.0,1994,800.0,Africa,508
26064,Mozambique,508.0,1995,900.0,Africa,508
26076,Mozambique,508.0,1996,950.0,Africa,508
26088,Mozambique,508.0,1997,1000.0,Africa,508
26100,Mozambique,508.0,1998,838.0,Africa,508
26112,Mozambique,508.0,1999,812.89,Africa,508
26124,Mozambique,508.0,2000,600.0,Africa,508
26136,Mozambique,508.0,2001,782.41,Africa,508
26148,Mozambique,508.0,2002,786.66,Africa,508
26160,Mozambique,508.0,2003,801.53,Africa,508
26172,Mozambique,508.0,2004,750.0,Africa,508
26184,Mozambique,508.0,2005,680.0,Africa,508
26196,Mozambique,508.0,2006,700.0,Africa,508
26208,Mozambique,508.0,2007,720.0,Africa,508
26220,Mozambique,508.0,2008,730.0,Africa,508
26232,Mozambique,508.0,2009,740.0,Africa,508
26244,Mozambique,508.0,2010,770.0,Africa,508
26256,Mozambique,508.0,2011,800.0,Africa,508
26268,Mozambique,508.0,2012,900.0,Africa,508
26280,Mozambique,508.0,2013,900.0,Africa,508
26292,Mozambique,508.0,2014,816.94,Africa,508
26304,Mozambique,508.0,2015,804.44,Africa,508
26316,Mozambique,508.0,2016,840.46,Africa,508
26328,Mozambique,508.0,2017,806.23,Africa,508
26340,Mozambique,508.0,2018,804.64,Africa,508
26352,Mozambique,508.0,2019,813.17,Africa,508
26364,Mozambique,508.0,2020,814.59,Africa,508
26376,Mozambique,508.0,2021,816.01,Africa,508
26388,Myanmar,104.0,1961,200.0,Asia,104
26400,Myanmar,104.0,1962,949.0,Asia,104
26412,Myanmar,104.0,1963,1688.0,Asia,104
26424,Myanmar,104.0,1964,1162.0,Asia,104
26436,Myanmar,104.0,1965,1534.0,Asia,104
26448,Myanmar,104.0,1966,1292.0,Asia,104
26460,Myanmar,104.0,1967,1506.0,Asia,104
26472,Myanmar,104.0,1968,1406.0,Asia,104
26484,Myanmar,104.0,1969,1210.0,Asia,104
26496,Myanmar,104.0,1970,1016.0,Asia,104
26508,Myanmar,104.0,1971,917.0,Asia,104
26520,Myanmar,104.0,1972,957.0,Asia,104
26532,Myanmar,104.0,1973,1026.0,Asia,104
26544,Myanmar,104.0,1974,956.0,Asia,104
26556,Myanmar,104.0,1975,1024.0,Asia,104
26568,Myanmar,104.0,1976,923.0,Asia,104
26580,Myanmar,104.0,1977,940.0,Asia,104
26592,Myanmar,104.0,1978,1079.0,Asia,104
26604,Myanmar,104.0,1979,1017.0,Asia,104
26616,Myanmar,104.0,1980,1114.0,Asia,104
26628,Myanmar,104.0,1981,1044.0,Asia,104
26640,Myanmar,104.0,1982,1167.0,Asia,104
26652,Myanmar,104.0,1983,1195.0,Asia,104
26664,Myanmar,104.0,1984,1217.0,Asia,104
26676,Myanmar,104.0,1985,1253.0,Asia,104
26688,Myanmar,104.0,1986,1414.0,Asia,104
26700,Myanmar,104.0,1987,1488.0,Asia,104
26712,Myanmar,104.0,1988,1501.0,Asia,104
26724,Myanmar,104.0,1989,1571.0,Asia,104
26736,Myanmar,104.0,1990,1378.0,Asia,104
26748,Myanmar,104.0,1991,1300.0,Asia,104
26760,Myanmar,104.0,1992,1200.0,Asia,104
26772,Myanmar,104.0,1993,1400.0,Asia,104
26784,Myanmar,104.0,1994,1500.0,Asia,104
26796,Myanmar,104.0,1995,1500.0,Asia,104
26808,Myanmar,104.0,1996,1700.0,Asia,104
26820,Myanmar,104.0,1997,1900.0,Asia,104
26832,Myanmar,104.0,1998,1700.0,Asia,104
26844,Myanmar,104.0,1999,1800.0,Asia,104
26856,Myanmar,104.0,2000,2100.0,Asia,104
26868,Myanmar,104.0,2001,2300.0,Asia,104
26880,Myanmar,104.0,2002,2700.0,Asia,104
26892,Myanmar,104.0,2003,2960.0,Asia,104
26904,Myanmar,104.0,2004,3500.0,Asia,104
26916,Myanmar,104.0,2005,4000.0,Asia,104
26928,Myanmar,104.0,2006,4800.0,Asia,104
26940,Myanmar,104.0,2007,5900.0,Asia,104
26952,Myanmar,104.0,2008,6300.0,Asia,104
26964,Myanmar,104.0,2009,7000.0,Asia,104
26976,Myanmar,104.0,2010,7300.0,Asia,104
26988,Myanmar,104.0,2011,7600.0,Asia,104
27000,Myanmar,104.0,2012,8000.0,Asia,104
27012,Myanmar,104.0,2013,8100.0,Asia,104
27024,Myanmar,104.0,2014,8400.0,Asia,104
27036,Myanmar,104.0,2015,8300.0,Asia,104
27048,Myanmar,104.0,2016,8474.0,Asia,104
27060,Myanmar,104.0,2017,8547.0,Asia,104
27072,Myanmar,104.0,2018,8677.84,Asia,104
27084,Myanmar,104.0,2019,8769.0,Asia,104
27096,Myanmar,104.0,2020,8908.0,Asia,104
27108,Myanmar,104.0,2021,8928.27,Asia,104
27168,Nepal,524.0,1995,25.0,Asia,524
27180,Nepal,524.0,1996,29.0,Asia,524
27192,Nepal,524.0,1997,37.0,Asia,524
27204,Nepal,524.0,1998,56.0,Asia,524
27216,Nepal,524.0,1999,45.0,Asia,524
27228,Nepal,524.0,2000,72.0,Asia,524
27240,Nepal,524.0,2001,89.0,Asia,524
27252,Nepal,524.0,2002,139.0,Asia,524
27264,Nepal,524.0,2003,188.0,Asia,524
27276,Nepal,524.0,2004,218.0,Asia,524
27288,Nepal,524.0,2005,250.0,Asia,524
27300,Nepal,524.0,2006,300.0,Asia,524
27312,Nepal,524.0,2007,460.0,Asia,524
27324,Nepal,524.0,2008,500.0,Asia,524
27336,Nepal,524.0,2009,268.0,Asia,524
27348,Nepal,524.0,2010,307.0,Asia,524
27360,Nepal,524.0,2011,402.0,Asia,524
27372,Nepal,524.0,2012,425.0,Asia,524
27384,Nepal,524.0,2013,366.0,Asia,524
27396,Nepal,524.0,2014,430.0,Asia,524
27408,Nepal,524.0,2015,463.58,Asia,524
27420,Nepal,524.0,2016,532.0,Asia,524
27432,Nepal,524.0,2017,466.0,Asia,524
27444,Nepal,524.0,2018,513.0,Asia,524
27456,Nepal,524.0,2019,530.0,Asia,524
27468,Nepal,524.0,2020,297.0,Asia,524
27480,Nepal,524.0,2021,315.0,Asia,524
27492,New Caledonia,540.0,1961,2250.0,,540
27493,New Caledonia,540.0,1962,2125.0,,540
27494,New Caledonia,540.0,1963,2250.0,,540
27495,New Caledonia,540.0,1964,2437.0,,540
27496,New Caledonia,540.0,1965,2200.0,,540
27497,New Caledonia,540.0,1966,1770.0,,540
27498,New Caledonia,540.0,1967,1537.0,,540
27499,New Caledonia,540.0,1968,870.0,,540
27500,New Caledonia,540.0,1969,1620.0,,540
27501,New Caledonia,540.0,1970,780.0,,540
27502,New Caledonia,540.0,1971,1000.0,,540
27503,New Caledonia,540.0,1972,1100.0,,540
27504,New Caledonia,540.0,1973,1500.0,,540
27505,New Caledonia,540.0,1974,727.0,,540
27506,New Caledonia,540.0,1975,1500.0,,540
27507,New Caledonia,540.0,1976,1500.0,,540
27508,New Caledonia,540.0,1977,538.0,,540
27509,New Caledonia,540.0,1978,507.0,,540
27510,New Caledonia,540.0,1979,664.0,,540
27511,New Caledonia,540.0,1980,659.0,,540
27512,New Caledonia,540.0,1981,597.0,,540
27513,New Caledonia,540.0,1982,347.0,,540
27514,New Caledonia,540.0,1983,377.0,,540
27515,New Caledonia,540.0,1984,304.0,,540
27516,New Caledonia,540.0,1985,552.0,,540
27517,New Caledonia,540.0,1986,472.0,,540
27518,New Caledonia,540.0,1987,438.0,,540
27519,New Caledonia,540.0,1988,107.0,,540
27520,New Caledonia,540.0,1989,273.0,,540
27521,New Caledonia,540.0,1990,300.0,,540
27522,New Caledonia,540.0,1991,69.0,,540
27523,New Caledonia,540.0,1992,78.0,,540
27524,New Caledonia,540.0,1993,59.0,,540
27525,New Caledonia,540.0,1994,44.0,,540
27526,New Caledonia,540.0,1995,29.0,,540
27527,New Caledonia,540.0,1996,25.0,,540
27528,New Caledonia,540.0,1997,42.0,,540
27529,New Caledonia,540.0,1998,35.0,,540
27530,New Caledonia,540.0,1999,48.0,,540
27531,New Caledonia,540.0,2000,18.0,,540
27532,New Caledonia,540.0,2001,56.0,,540
27533,New Caledonia,540.0,2002,20.0,,540
27534,New Caledonia,540.0,2003,18.0,,540
27535,New Caledonia,540.0,2004,60.0,,540
27536,New Caledonia,540.0,2005,25.0,,540
27537,New Caledonia,540.0,2006,25.0,,540
27538,New Caledonia,540.0,2007,21.0,,540
27539,New Caledonia,540.0,2008,33.0,,540
27540,New Caledonia,540.0,2009,9.0,,540
27541,New Caledonia,540.0,2010,13.0,,540
27542,New Caledonia,540.0,2011,19.0,,540
27543,New Caledonia,540.0,2012,6.0,,540
27544,New Caledonia,540.0,2013,7.0,,540
27545,New Caledonia,540.0,2014,5.0,,540
27546,New Caledonia,540.0,2015,6.39,,540
27547,New Caledonia,540.0,2016,3.55,,540
27548,New Caledonia,540.0,2017,5.2,,540
27549,New Caledonia,540.0,2018,2.6,,540
27550,New Caledonia,540.0,2019,2.0,,540
27551,New Caledonia,540.0,2020,1.94,,540
27552,New Caledonia,540.0,2021,1.72,,540
27553,Nicaragua,558.0,1961,23200.0,Americas,558
27565,Nicaragua,558.0,1962,29800.0,Americas,558
27577,Nicaragua,558.0,1963,26200.0,Americas,558
27589,Nicaragua,558.0,1964,40200.0,Americas,558
27601,Nicaragua,558.0,1965,31500.0,Americas,558
27613,Nicaragua,558.0,1966,24921.0,Americas,558
27625,Nicaragua,558.0,1967,33233.0,Americas,558
27637,Nicaragua,558.0,1968,30246.0,Americas,558
27649,Nicaragua,558.0,1969,33904.0,Americas,558
27661,Nicaragua,558.0,1970,39418.0,Americas,558
27673,Nicaragua,558.0,1971,42013.0,Americas,558
27685,Nicaragua,558.0,1972,35073.0,Americas,558
27697,Nicaragua,558.0,1973,36694.0,Americas,558
27709,Nicaragua,558.0,1974,40972.0,Americas,558
27721,Nicaragua,558.0,1975,49137.0,Americas,558
27733,Nicaragua,558.0,1976,56580.0,Americas,558
27745,Nicaragua,558.0,1977,55200.0,Americas,558
27757,Nicaragua,558.0,1978,65092.0,Americas,558
27769,Nicaragua,558.0,1979,56304.0,Americas,558
27781,Nicaragua,558.0,1980,59107.0,Americas,558
27793,Nicaragua,558.0,1981,61087.0,Americas,558
27805,Nicaragua,558.0,1982,72145.0,Americas,558
27817,Nicaragua,558.0,1983,49205.0,Americas,558
27829,Nicaragua,558.0,1984,51290.0,Americas,558
27841,Nicaragua,558.0,1985,35360.0,Americas,558
27853,Nicaragua,558.0,1986,43332.0,Americas,558
27865,Nicaragua,558.0,1987,38626.0,Americas,558
27877,Nicaragua,558.0,1988,43447.0,Americas,558
27889,Nicaragua,558.0,1989,45167.0,Americas,558
27901,Nicaragua,558.0,1990,27996.0,Americas,558
27913,Nicaragua,558.0,1991,47421.0,Americas,558
27925,Nicaragua,558.0,1992,44505.0,Americas,558
27937,Nicaragua,558.0,1993,41818.0,Americas,558
27949,Nicaragua,558.0,1994,40551.0,Americas,558
27961,Nicaragua,558.0,1995,54587.0,Americas,558
27973,Nicaragua,558.0,1996,49900.0,Americas,558
27985,Nicaragua,558.0,1997,65169.0,Americas,558
27997,Nicaragua,558.0,1998,65420.0,Americas,558
28009,Nicaragua,558.0,1999,91791.0,Americas,558
28021,Nicaragua,558.0,2000,82206.0,Americas,558
28033,Nicaragua,558.0,2001,66799.0,Americas,558
28045,Nicaragua,558.0,2002,60235.0,Americas,558
28057,Nicaragua,558.0,2003,82727.0,Americas,558
28069,Nicaragua,558.0,2004,57533.0,Americas,558
28081,Nicaragua,558.0,2005,95455.0,Americas,558
28093,Nicaragua,558.0,2006,70455.0,Americas,558
28105,Nicaragua,558.0,2007,100000.0,Americas,558
28117,Nicaragua,558.0,2008,75957.0,Americas,558
28129,Nicaragua,558.0,2009,92204.55,Americas,558
28141,Nicaragua,558.0,2010,78712.27,Americas,558
28153,Nicaragua,558.0,2011,103881.73,Americas,558
28165,Nicaragua,558.0,2012,86943.73,Americas,558
