,Entity,Code,Year,Production,continent,id
0,Angola,24.0,1961,168600.0,Africa,24
12,Angola,24.0,1962,185000.0,Africa,24
24,Angola,24.0,1963,168300.0,Africa,24
36,Angola,24.0,1964,198200.0,Africa,24
48,Angola,24.0,1965,205000.0,Africa,24
60,Angola,24.0,1966,225700.0,Africa,24
72,Angola,24.0,1967,235200.0,Africa,24
84,Angola,24.0,1968,198000.0,Africa,24
96,Angola,24.0,1969,215000.0,Africa,24
108,Angola,24.0,1970,204000.0,Africa,24
120,Angola,24.0,1971,228000.0,Africa,24
132,Angola,24.0,1972,225000.0,Africa,24
144,Angola,24.0,1973,210000.0,Africa,24
156,Angola,24.0,1974,224772.0,Africa,24
168,Angola,24.0,1975,180000.0,Africa,24
180,Angola,24.0,1976,57480.0,Africa,24
192,Angola,24.0,1977,57060.0,Africa,24
204,Angola,24.0,1978,34320.0,Africa,24
216,Angola,24.0,1979,17340.0,Africa,24
228,Angola,24.0,1980,43260.0,Africa,24
240,Angola,24.0,1981,20640.0,Africa,24
252,Angola,24.0,1982,17400.0,Africa,24
264,Angola,24.0,1983,13000.0,Africa,24
276,Angola,24.0,1984,15000.0,Africa,24
288,Angola,24.0,1985,12000.0,Africa,24
300,Angola,24.0,1986,14800.0,Africa,24
312,Angola,24.0,1987,8700.0,Africa,24
324,Angola,24.0,1988,11000.0,Africa,24
336,Angola,24.0,1989,10000.0,Africa,24
348,Angola,24.0,1990,5000.0,Africa,24
360,Angola,24.0,1991,5000.0,Africa,24
372,Angola,24.0,1992,5000.0,Africa,24
384,Angola,24.0,1993,4620.0,Africa,24
396,Angola,24.0,1994,2160.0,Africa,24
408,Angola,24.0,1995,3300.0,Africa,24
420,Angola,24.0,1996,2820.0,Africa,24
432,Angola,24.0,1997,3840.0,Africa,24
444,Angola,24.0,1998,5100.0,Africa,24
456,Angola,24.0,1999,3300.0,Africa,24
468,Angola,24.0,2000,4260.0,Africa,24
480,Angola,24.0,2001,3300.0,Africa,24
492,Angola,24.0,2002,1260.0,Africa,24
504,Angola,24.0,2003,2040.0,Africa,24
516,Angola,24.0,2004,1980.0,Africa,24
528,Angola,24.0,2005,3500.0,Africa,24
540,Angola,24.0,2006,5000.0,Africa,24
552,Angola,24.0,2007,11523.0,Africa,24
564,Angola,24.0,2008,4000.0,Africa,24
576,Angola,24.0,2009,11982.0,Africa,24
588,Angola,24.0,2010,9951.0,Africa,24
600,Angola,24.0,2011,10192.0,Africa,24
612,Angola,24.0,2012,11740.03,Africa,24
624,Angola,24.0,2013,12550.0,Africa,24
636,Angola,24.0,2014,15009.0,Africa,24
648,Angola,24.0,2015,15000.0,Africa,24
660,Angola,24.0,2016,14679.61,Africa,24
672,Angola,24.0,2017,13542.99,Africa,24
684,Angola,24.0,2018,13164.33,Africa,24
696,Angola,24.0,2019,12931.88,Africa,24
708,Angola,24.0,2020,12630.45,Africa,24
720,Angola,24.0,2021,10304.0,Africa,24
739,Belize,84.0,1998,93.0,,84
740,Belize,84.0,1999,70.0,,84
741,Belize,84.0,2000,165.0,,84
742,Belize,84.0,2001,229.0,,84
743,Belize,84.0,2002,227.0,,84
744,Belize,84.0,2003,229.0,,84
745,Belize,84.0,2004,231.0,,84
746,Belize,84.0,2005,54.0,,84
747,Belize,84.0,2006,95.0,,84
748,Belize,84.0,2007,45.0,,84
749,Belize,84.0,2008,90.0,,84
750,Belize,84.0,2009,105.19,,84
751,Belize,84.0,2010,90.46,,84
752,Belize,84.0,2011,90.68,,84
753,Belize,84.0,2012,88.98,,84
754,Belize,84.0,2013,87.27,,84
755,Belize,84.0,2014,87.54,,84
756,Belize,84.0,2015,91.22,,84
757,Belize,84.0,2016,89.13,,84
758,Belize,84.0,2017,89.3,,84
759,Belize,84.0,2018,89.88,,84
760,Belize,84.0,2019,89.44,,84
761,Belize,84.0,2020,89.54,,84
762,Belize,84.0,2021,89.62,,84
763,Benin,204.0,1961,2090.0,Africa,204
775,Benin,204.0,1962,1730.0,Africa,204
787,Benin,204.0,1963,1002.0,Africa,204
799,Benin,204.0,1964,1065.0,Africa,204
811,Benin,204.0,1965,891.0,Africa,204
823,Benin,204.0,1966,1041.0,Africa,204
835,Benin,204.0,1967,1086.0,Africa,204
847,Benin,204.0,1968,511.0,Africa,204
859,Benin,204.0,1969,2268.0,Africa,204
871,Benin,204.0,1970,1940.0,Africa,204
883,Benin,204.0,1971,2229.0,Africa,204
895,Benin,204.0,1972,2724.0,Africa,204
907,Benin,204.0,1973,1341.0,Africa,204
919,Benin,204.0,1974,161.0,Africa,204
931,Benin,204.0,1975,477.0,Africa,204
943,Benin,204.0,1976,599.0,Africa,204
955,Benin,204.0,1977,610.0,Africa,204
967,Benin,204.0,1978,185.0,Africa,204
979,Benin,204.0,1979,31.0,Africa,204
991,Benin,204.0,1980,321.0,Africa,204
1003,Benin,204.0,1981,585.0,Africa,204
1015,Benin,204.0,1982,1629.0,Africa,204
1027,Benin,204.0,1983,1000.0,Africa,204
1039,Benin,204.0,1984,3000.0,Africa,204
1051,Benin,204.0,1985,700.0,Africa,204
1063,Benin,204.0,1986,1100.0,Africa,204
1075,Benin,204.0,1987,1900.0,Africa,204
1087,Benin,204.0,1988,2700.0,Africa,204
1099,Benin,204.0,1989,800.0,Africa,204
1111,Benin,204.0,1990,120.0,Africa,204
1123,Benin,204.0,1991,180.0,Africa,204
1135,Benin,204.0,1992,200.0,Africa,204
1147,Benin,204.0,1993,300.0,Africa,204
1159,Benin,204.0,1994,200.0,Africa,204
1171,Benin,204.0,1995,174.67,Africa,204
1183,Benin,204.0,1996,165.26,Africa,204
1195,Benin,204.0,1997,160.65,Africa,204
1207,Benin,204.0,1998,153.89,Africa,204
1219,Benin,204.0,1999,150.68,Africa,204
1231,Benin,204.0,2000,142.51,Africa,204
1243,Benin,204.0,2001,150.0,Africa,204
1255,Benin,204.0,2002,100.0,Africa,204
1267,Benin,204.0,2003,60.0,Africa,204
1279,Benin,204.0,2004,85.77,Africa,204
1291,Benin,204.0,2005,82.25,Africa,204
1303,Benin,204.0,2006,60.0,Africa,204
1315,Benin,204.0,2007,60.0,Africa,204
1327,Benin,204.0,2008,70.43,Africa,204
1339,Benin,204.0,2009,67.34,Africa,204
1351,Benin,204.0,2010,60.0,Africa,204
1363,Benin,204.0,2011,65.0,Africa,204
1375,Benin,204.0,2012,68.0,Africa,204
1387,Benin,204.0,2013,70.0,Africa,204
1399,Benin,204.0,2014,57.3,Africa,204
1411,Benin,204.0,2015,48.76,Africa,204
1423,Benin,204.0,2016,58.69,Africa,204
1435,Benin,204.0,2017,54.91,Africa,204
1447,Benin,204.0,2018,54.12,Africa,204
1459,Benin,204.0,2019,55.91,Africa,204
1471,Benin,204.0,2020,54.98,Africa,204
1483,Benin,204.0,2021,55.0,Africa,204
2227,Brazil,76.0,1961,2228704.0,Americas,76
2239,Brazil,76.0,1962,2190303.0,Americas,76
2251,Brazil,76.0,1963,1650527.0,Americas,76
2263,Brazil,76.0,1964,1042013.0,Americas,76
2275,Brazil,76.0,1965,2294047.0,Americas,76
2287,Brazil,76.0,1966,1202868.0,Americas,76
2299,Brazil,76.0,1967,1507500.0,Americas,76
2311,Brazil,76.0,1968,1057700.0,Americas,76
2323,Brazil,76.0,1969,1283500.0,Americas,76
2335,Brazil,76.0,1970,754800.0,Americas,76
2347,Brazil,76.0,1971,1551462.0,Americas,76
2359,Brazil,76.0,1972,1495705.0,Americas,76
2371,Brazil,76.0,1973,872897.0,Americas,76
2383,Brazil,76.0,1974,1615309.0,Americas,76
2395,Brazil,76.0,1975,1272298.0,Americas,76
2407,Brazil,76.0,1976,375985.0,Americas,76
2419,Brazil,76.0,1977,975385.0,Americas,76
2431,Brazil,76.0,1978,1267661.0,Americas,76
2443,Brazil,76.0,1979,1332772.0,Americas,76
2455,Brazil,76.0,1980,1061195.0,Americas,76
2467,Brazil,76.0,1981,2032210.0,Americas,76
2479,Brazil,76.0,1982,957931.0,Americas,76
2491,Brazil,76.0,1983,1671588.0,Americas,76
2503,Brazil,76.0,1984,1420281.0,Americas,76
2515,Brazil,76.0,1985,1910646.0,Americas,76
2527,Brazil,76.0,1986,1041406.0,Americas,76
2539,Brazil,76.0,1987,2202708.0,Americas,76
2551,Brazil,76.0,1988,1348014.0,Americas,76
2563,Brazil,76.0,1989,1532335.0,Americas,76
2575,Brazil,76.0,1990,1464856.0,Americas,76
2587,Brazil,76.0,1991,1520382.0,Americas,76
2599,Brazil,76.0,1992,1294373.0,Americas,76
2611,Brazil,76.0,1993,1278759.0,Americas,76
2623,Brazil,76.0,1994,1307289.0,Americas,76
2635,Brazil,76.0,1995,930135.0,Americas,76
2647,Brazil,76.0,1996,1369196.0,Americas,76
2659,Brazil,76.0,1997,1228513.0,Americas,76
2671,Brazil,76.0,1998,1689366.0,Americas,76
2683,Brazil,76.0,1999,1631852.0,Americas,76
2695,Brazil,76.0,2000,1903562.0,Americas,76
2707,Brazil,76.0,2001,1819569.0,Americas,76
2719,Brazil,76.0,2002,2610524.0,Americas,76
2731,Brazil,76.0,2003,1987074.0,Americas,76
2743,Brazil,76.0,2004,2465710.0,Americas,76
2755,Brazil,76.0,2005,2140169.0,Americas,76
2767,Brazil,76.0,2006,2573368.0,Americas,76
2779,Brazil,76.0,2007,2249011.0,Americas,76
2791,Brazil,76.0,2008,2796927.0,Americas,76
2803,Brazil,76.0,2009,2440056.0,Americas,76
2815,Brazil,76.0,2010,2907265.0,Americas,76
2827,Brazil,76.0,2011,2700540.0,Americas,76
2839,Brazil,76.0,2012,3037534.0,Americas,76
2851,Brazil,76.0,2013,2964538.0,Americas,76
2863,Brazil,76.0,2014,2804070.0,Americas,76
2875,Brazil,76.0,2015,2647504.0,Americas,76
2887,Brazil,76.0,2016,3024466.0,Americas,76
2899,Brazil,76.0,2017,2684508.0,Americas,76
2911,Brazil,76.0,2018,3552729.0,Americas,76
2923,Brazil,76.0,2019,3011745.0,Americas,76
2935,Brazil,76.0,2020,3700231.0,Americas,76
2947,Brazil,76.0,2021,2993780.0,Americas,76
2959,Burundi,108.0,1961,14000.0,Africa,108
2971,Burundi,108.0,1962,13001.0,Africa,108
2983,Burundi,108.0,1963,5777.0,Africa,108
2995,Burundi,108.0,1964,17737.0,Africa,108
3007,Burundi,108.0,1965,12831.0,Africa,108
3019,Burundi,108.0,1966,14071.0,Africa,108
3031,Burundi,108.0,1967,18682.0,Africa,108
3043,Burundi,108.0,1968,16539.0,Africa,108
3055,Burundi,108.0,1969,14551.0,Africa,108
3067,Burundi,108.0,1970,22084.0,Africa,108
3079,Burundi,108.0,1971,25051.0,Africa,108
3091,Burundi,108.0,1972,19403.0,Africa,108
3103,Burundi,108.0,1973,21395.0,Africa,108
3115,Burundi,108.0,1974,28140.0,Africa,108
3127,Burundi,108.0,1975,16924.0,Africa,108
3139,Burundi,108.0,1976,21428.0,Africa,108
3151,Burundi,108.0,1977,17030.0,Africa,108
3163,Burundi,108.0,1978,22783.0,Africa,108
3175,Burundi,108.0,1979,27728.0,Africa,108
3187,Burundi,108.0,1980,18894.0,Africa,108
3199,Burundi,108.0,1981,43824.0,Africa,108
3211,Burundi,108.0,1982,20221.0,Africa,108
3223,Burundi,108.0,1983,35954.0,Africa,108
3235,Burundi,108.0,1984,27005.0,Africa,108
3247,Burundi,108.0,1985,32493.0,Africa,108
3259,Burundi,108.0,1986,31290.0,Africa,108
3271,Burundi,108.0,1987,37338.0,Africa,108
3283,Burundi,108.0,1988,35247.0,Africa,108
3295,Burundi,108.0,1989,31400.0,Africa,108
3307,Burundi,108.0,1990,32694.0,Africa,108
3319,Burundi,108.0,1991,34204.0,Africa,108
3331,Burundi,108.0,1992,37215.0,Africa,108
3343,Burundi,108.0,1993,22991.0,Africa,108
3355,Burundi,108.0,1994,41293.0,Africa,108
3367,Burundi,108.0,1995,25516.0,Africa,108
3379,Burundi,108.0,1996,26875.0,Africa,108
3391,Burundi,108.0,1997,19991.0,Africa,108
3403,Burundi,108.0,1998,16937.0,Africa,108
3415,Burundi,108.0,1999,29130.0,Africa,108
3427,Burundi,108.0,2000,67439.0,Africa,108
3439,Burundi,108.0,2001,70980.0,Africa,108
3451,Burundi,108.0,2002,182182.0,Africa,108
3463,Burundi,108.0,2003,35682.0,Africa,108
3475,Burundi,108.0,2004,204509.0,Africa,108
3487,Burundi,108.0,2005,34828.0,Africa,108
3499,Burundi,108.0,2006,149460.0,Africa,108
3511,Burundi,108.0,2007,31964.0,Africa,108
3523,Burundi,108.0,2008,100475.0,Africa,108
3535,Burundi,108.0,2009,20517.0,Africa,108
3547,Burundi,108.0,2010,89960.0,Africa,108
3559,Burundi,108.0,2011,41960.0,Africa,108
3571,Burundi,108.0,2012,26340.0,Africa,108
3583,Burundi,108.0,2013,22625.0,Africa,108
3595,Burundi,108.0,2014,10405.0,Africa,108
3607,Burundi,108.0,2015,18367.0,Africa,108
3619,Burundi,108.0,2016,13624.46,Africa,108
3631,Burundi,108.0,2017,16340.0,Africa,108
3643,Burundi,108.0,2018,14216.0,Africa,108
3655,Burundi,108.0,2019,14059.0,Africa,108
3667,Burundi,108.0,2020,18000.0,Africa,108
3679,Burundi,108.0,2021,17100.0,Africa,108
3691,Cambodia,116.0,1961,240.0,Asia,116
3703,Cambodia,116.0,1962,350.0,Asia,116
3715,Cambodia,116.0,1963,400.0,Asia,116
3727,Cambodia,116.0,1964,350.0,Asia,116
3739,Cambodia,116.0,1965,400.0,Asia,116
3751,Cambodia,116.0,1966,480.0,Asia,116
3763,Cambodia,116.0,1967,433.0,Asia,116
3775,Cambodia,116.0,1968,350.0,Asia,116
3787,Cambodia,116.0,1969,460.0,Asia,116
3799,Cambodia,116.0,1970,600.0,Asia,116
3811,Cambodia,116.0,1971,600.0,Asia,116
3823,Cambodia,116.0,1972,470.0,Asia,116
3835,Cambodia,116.0,1973,124.0,Asia,116
3847,Cambodia,116.0,1974,100.0,Asia,116
3859,Cambodia,116.0,1975,100.0,Asia,116
3871,Cambodia,116.0,1976,90.0,Asia,116
3883,Cambodia,116.0,1977,85.0,Asia,116
3895,Cambodia,116.0,1978,72.0,Asia,116
3907,Cambodia,116.0,1979,50.0,Asia,116
3919,Cambodia,116.0,1980,70.0,Asia,116
3931,Cambodia,116.0,1981,68.0,Asia,116
3943,Cambodia,116.0,1982,70.0,Asia,116
3955,Cambodia,116.0,1983,80.0,Asia,116
3967,Cambodia,116.0,1984,90.0,Asia,116
3979,Cambodia,116.0,1985,100.0,Asia,116
3991,Cambodia,116.0,1986,120.0,Asia,116
4003,Cambodia,116.0,1987,130.0,Asia,116
4015,Cambodia,116.0,1988,140.0,Asia,116
4027,Cambodia,116.0,1989,150.0,Asia,116
4039,Cambodia,116.0,1990,160.0,Asia,116
4051,Cambodia,116.0,1991,170.0,Asia,116
4063,Cambodia,116.0,1992,180.0,Asia,116
4075,Cambodia,116.0,1993,198.08,Asia,116
4087,Cambodia,116.0,1994,190.0,Asia,116
4099,Cambodia,116.0,1995,200.0,Asia,116
4111,Cambodia,116.0,1996,250.0,Asia,116
4123,Cambodia,116.0,1997,280.0,Asia,116
4135,Cambodia,116.0,1998,290.0,Asia,116
4147,Cambodia,116.0,1999,300.0,Asia,116
4159,Cambodia,116.0,2000,300.0,Asia,116
4171,Cambodia,116.0,2001,300.0,Asia,116
4183,Cambodia,116.0,2002,300.17,Asia,116
4195,Cambodia,116.0,2003,305.02,Asia,116
4207,Cambodia,116.0,2004,310.0,Asia,116
4219,Cambodia,116.0,2005,319.57,Asia,116
4231,Cambodia,116.0,2006,300.0,Asia,116
4243,Cambodia,116.0,2007,320.0,Asia,116
4255,Cambodia,116.0,2008,330.0,Asia,116
4267,Cambodia,116.0,2009,350.0,Asia,116
4279,Cambodia,116.0,2010,362.29,Asia,116
4291,Cambodia,116.0,2011,348.8,Asia,116
4303,Cambodia,116.0,2012,350.04,Asia,116
4315,Cambodia,116.0,2013,353.12,Asia,116
4327,Cambodia,116.0,2014,356.58,Asia,116
4339,Cambodia,116.0,2015,369.69,Asia,116
4351,Cambodia,116.0,2016,359.8,Asia,116
4363,Cambodia,116.0,2017,356.64,Asia,116
4375,Cambodia,116.0,2018,377.06,Asia,116
4387,Cambodia,116.0,2019,378.98,Asia,116
4399,Cambodia,116.0,2020,370.89,Asia,116
4411,Cambodia,116.0,2021,375.64,Asia,116
4423,Cameroon,120.0,1961,44700.0,Africa,120
4435,Cameroon,120.0,1962,45000.0,Africa,120
4447,Cameroon,120.0,1963,53600.0,Africa,120
4459,Cameroon,120.0,1964,59100.0,Africa,120
4471,Cameroon,120.0,1965,74100.0,Africa,120
4483,Cameroon,120.0,1966,63300.0,Africa,120
4495,Cameroon,120.0,1967,79600.0,Africa,120
4507,Cameroon,120.0,1968,81700.0,Africa,120
4519,Cameroon,120.0,1969,81815.0,Africa,120
4531,Cameroon,120.0,1970,92993.0,Africa,120
4543,Cameroon,120.0,1971,94790.0,Africa,120
4555,Cameroon,120.0,1972,96165.0,Africa,120
4567,Cameroon,120.0,1973,93913.0,Africa,120
4579,Cameroon,120.0,1974,104442.0,Africa,120
4591,Cameroon,120.0,1975,92488.0,Africa,120
4603,Cameroon,120.0,1976,79599.0,Africa,120
4615,Cameroon,120.0,1977,86448.0,Africa,120
4627,Cameroon,120.0,1978,107993.0,Africa,120
4639,Cameroon,120.0,1979,101166.0,Africa,120
4651,Cameroon,120.0,1980,112207.0,Africa,120
4663,Cameroon,120.0,1981,109286.0,Africa,120
4675,Cameroon,120.0,1982,128237.0,Africa,120
4687,Cameroon,120.0,1983,63700.0,Africa,120
4699,Cameroon,120.0,1984,137900.0,Africa,120
4711,Cameroon,120.0,1985,100020.0,Africa,120
4723,Cameroon,120.0,1986,132000.0,Africa,120
4735,Cameroon,120.0,1987,82560.0,Africa,120
4747,Cameroon,120.0,1988,119400.0,Africa,120
4759,Cameroon,120.0,1989,115700.0,Africa,120
4771,Cameroon,120.0,1990,100980.0,Africa,120
4783,Cameroon,120.0,1991,115080.0,Africa,120
4795,Cameroon,120.0,1992,76200.0,Africa,120
4807,Cameroon,120.0,1993,68417.0,Africa,120
4819,Cameroon,120.0,1994,73743.0,Africa,120
4831,Cameroon,120.0,1995,74000.0,Africa,120
4843,Cameroon,120.0,1996,104121.0,Africa,120
4855,Cameroon,120.0,1997,63600.0,Africa,120
4867,Cameroon,120.0,1998,112532.0,Africa,120
4879,Cameroon,120.0,1999,98000.0,Africa,120
4891,Cameroon,120.0,2000,86200.0,Africa,120
4903,Cameroon,120.0,2001,70500.0,Africa,120
4915,Cameroon,120.0,2002,41000.0,Africa,120
4927,Cameroon,120.0,2003,48000.0,Africa,120
4939,Cameroon,120.0,2004,54000.0,Africa,120
4951,Cameroon,120.0,2005,60000.0,Africa,120
4963,Cameroon,120.0,2006,62300.0,Africa,120
4975,Cameroon,120.0,2007,47792.0,Africa,120
4987,Cameroon,120.0,2008,50687.0,Africa,120
4999,Cameroon,120.0,2009,48123.0,Africa,120
5011,Cameroon,120.0,2010,66584.0,Africa,120
5023,Cameroon,120.0,2011,26322.0,Africa,120
5035,Cameroon,120.0,2012,38127.0,Africa,120
5047,Cameroon,120.0,2013,41800.0,Africa,120
5059,Cameroon,120.0,2014,38081.87,Africa,120
5071,Cameroon,120.0,2015,35937.99,Africa,120
5083,Cameroon,120.0,2016,35600.0,Africa,120
5095,Cameroon,120.0,2017,36539.95,Africa,120
5107,Cameroon,120.0,2018,36025.98,Africa,120
5119,Cameroon,120.0,2019,36055.31,Africa,120
5131,Cameroon,120.0,2020,36207.08,Africa,120
5143,Cameroon,120.0,2021,36096.13,Africa,120
5216,Central African Republic,140.0,1961,8200.0,Africa,140
5228,Central African Republic,140.0,1962,5800.0,Africa,140
5240,Central African Republic,140.0,1963,12600.0,Africa,140
5252,Central African Republic,140.0,1964,7600.0,Africa,140
5264,Central African Republic,140.0,1965,11400.0,Africa,140
5276,Central African Republic,140.0,1966,9127.0,Africa,140
5288,Central African Republic,140.0,1967,8207.0,Africa,140
5300,Central African Republic,140.0,1968,8826.0,Africa,140
5312,Central African Republic,140.0,1969,12163.0,Africa,140
5324,Central African Republic,140.0,1970,10665.0,Africa,140
5336,Central African Republic,140.0,1971,6065.0,Africa,140
5348,Central African Republic,140.0,1972,8359.0,Africa,140
5360,Central African Republic,140.0,1973,10001.0,Africa,140
5372,Central African Republic,140.0,1974,13200.0,Africa,140
5384,Central African Republic,140.0,1975,14300.0,Africa,140
5396,Central African Republic,140.0,1976,13900.0,Africa,140
5408,Central African Republic,140.0,1977,14800.0,Africa,140
5420,Central African Republic,140.0,1978,15183.0,Africa,140
5432,Central African Republic,140.0,1979,16073.0,Africa,140
5444,Central African Republic,140.0,1980,16808.0,Africa,140
5456,Central African Republic,140.0,1981,17000.0,Africa,140
5468,Central African Republic,140.0,1982,17000.0,Africa,140
5480,Central African Republic,140.0,1983,15400.0,Africa,140
5492,Central African Republic,140.0,1984,18400.0,Africa,140
5504,Central African Republic,140.0,1985,13300.0,Africa,140
5516,Central African Republic,140.0,1986,20100.0,Africa,140
5528,Central African Republic,140.0,1987,21346.0,Africa,140
5540,Central African Republic,140.0,1988,24482.0,Africa,140
5552,Central African Republic,140.0,1989,20808.0,Africa,140
5564,Central African Republic,140.0,1990,14314.0,Africa,140
5576,Central African Republic,140.0,1991,17625.0,Africa,140
5588,Central African Republic,140.0,1992,9036.0,Africa,140
5600,Central African Republic,140.0,1993,9124.0,Africa,140
5612,Central African Republic,140.0,1994,14500.0,Africa,140
5624,Central African Republic,140.0,1995,9000.0,Africa,140
5636,Central African Republic,140.0,1996,18000.0,Africa,140
5648,Central African Republic,140.0,1997,15000.0,Africa,140
5660,Central African Republic,140.0,1998,12037.0,Africa,140
5672,Central African Republic,140.0,1999,11260.0,Africa,140
5684,Central African Republic,140.0,2000,12900.0,Africa,140
5696,Central African Republic,140.0,2001,12300.0,Africa,140
5708,Central African Republic,140.0,2002,13000.0,Africa,140
5720,Central African Republic,140.0,2003,5520.0,Africa,140
5732,Central African Republic,140.0,2004,4320.0,Africa,140
5744,Central African Republic,140.0,2005,3300.0,Africa,140
5756,Central African Republic,140.0,2006,1500.0,Africa,140
5768,Central African Republic,140.0,2007,2400.0,Africa,140
5780,Central African Republic,140.0,2008,3300.0,Africa,140
5792,Central African Republic,140.0,2009,3544.0,Africa,140
5804,Central African Republic,140.0,2010,5270.0,Africa,140
5816,Central African Republic,140.0,2011,6217.62,Africa,140
5828,Central African Republic,140.0,2012,6922.63,Africa,140
5840,Central African Republic,140.0,2013,7974.68,Africa,140
5852,Central African Republic,140.0,2014,10799.0,Africa,140
5864,Central African Republic,140.0,2015,9050.0,Africa,140
5876,Central African Republic,140.0,2016,10120.0,Africa,140
5888,Central African Republic,140.0,2017,9989.67,Africa,140
5900,Central African Republic,140.0,2018,9719.89,Africa,140
5912,Central African Republic,140.0,2019,10073.92,Africa,140
5924,Central African Republic,140.0,2020,10390.95,Africa,140
5936,Central African Republic,140.0,2021,10061.59,Africa,140
5948,China,156.0,1961,1612.0,Asia,156
5960,China,156.0,1962,1756.0,Asia,156
5972,China,156.0,1963,2042.0,Asia,156
5984,China,156.0,1964,2346.0,Asia,156
5996,China,156.0,1965,2577.0,Asia,156
6008,China,156.0,1966,3236.0,Asia,156
6020,China,156.0,1967,3566.0,Asia,156
6032,China,156.0,1968,3540.0,Asia,156
6044,China,156.0,1969,3748.0,Asia,156
6056,China,156.0,1970,3836.0,Asia,156
6068,China,156.0,1971,3934.0,Asia,156
6080,China,156.0,1972,5029.0,Asia,156
6092,China,156.0,1973,6017.0,Asia,156
6104,China,156.0,1974,6068.0,Asia,156
6116,China,156.0,1975,4066.0,Asia,156
6128,China,156.0,1976,4009.0,Asia,156
6140,China,156.0,1977,4052.0,Asia,156
6152,China,156.0,1978,4047.0,Asia,156
6164,China,156.0,1979,5036.0,Asia,156
6176,China,156.0,1980,5051.0,Asia,156
6188,China,156.0,1981,6052.0,Asia,156
6200,China,156.0,1982,6054.0,Asia,156
6212,China,156.0,1983,6000.0,Asia,156
6224,China,156.0,1984,9000.0,Asia,156
6236,China,156.0,1985,7000.0,Asia,156
6248,China,156.0,1986,7700.0,Asia,156
6260,China,156.0,1987,8600.0,Asia,156
6272,China,156.0,1988,10000.0,Asia,156
6284,China,156.0,1989,8000.0,Asia,156
6296,China,156.0,1990,6300.0,Asia,156
6308,China,156.0,1991,3500.0,Asia,156
6320,China,156.0,1992,3800.0,Asia,156
6332,China,156.0,1993,4000.0,Asia,156
6344,China,156.0,1994,3250.0,Asia,156
6356,China,156.0,1995,3196.0,Asia,156
6368,China,156.0,1996,3023.0,Asia,156
6380,China,156.0,1997,3573.0,Asia,156
6392,China,156.0,1998,6237.0,Asia,156
6404,China,156.0,1999,8743.0,Asia,156
6416,China,156.0,2000,11568.0,Asia,156
6428,China,156.0,2001,17202.0,Asia,156
6440,China,156.0,2002,19456.0,Asia,156
6452,China,156.0,2003,23144.0,Asia,156
6464,China,156.0,2004,21659.0,Asia,156
6476,China,156.0,2005,21919.0,Asia,156
6488,China,156.0,2006,25655.0,Asia,156
6500,China,156.0,2007,26000.0,Asia,156
6512,China,156.0,2008,33278.0,Asia,156
6524,China,156.0,2009,70405.0,Asia,156
6536,China,156.0,2010,49596.0,Asia,156
6548,China,156.0,2011,65384.0,Asia,156
6560,China,156.0,2012,92064.0,Asia,156
6572,China,156.0,2013,116826.0,Asia,156
6584,China,156.0,2014,127585.93,Asia,156
6596,China,156.0,2015,115896.76,Asia,156
6608,China,156.0,2016,114186.44,Asia,156
6620,China,156.0,2017,115110.14,Asia,156
6632,China,156.0,2018,116519.0,Asia,156
6644,China,156.0,2019,121012.0,Asia,156
6656,China,156.0,2020,114970.0,Asia,156
6668,China,156.0,2021,108906.0,Asia,156
6680,Colombia,170.0,1961,450000.0,Americas,170
6692,Colombia,170.0,1962,482100.0,Americas,170
6704,Colombia,170.0,1963,450000.0,Americas,170
6716,Colombia,170.0,1964,468000.0,Americas,170
6728,Colombia,170.0,1965,492000.0,Americas,170
6740,Colombia,170.0,1966,492000.0,Americas,170
6752,Colombia,170.0,1967,456000.0,Americas,170
6764,Colombia,170.0,1968,480000.0,Americas,170
6776,Colombia,170.0,1969,474000.0,Americas,170
6788,Colombia,170.0,1970,507000.0,Americas,170
6800,Colombia,170.0,1971,468000.0,Americas,170
6812,Colombia,170.0,1972,432000.0,Americas,170
6824,Colombia,170.0,1973,528000.0,Americas,170
6836,Colombia,170.0,1974,470000.0,Americas,170
6848,Colombia,170.0,1975,513200.0,Americas,170
6860,Colombia,170.0,1976,483000.0,Americas,170
6872,Colombia,170.0,1977,639420.0,Americas,170
6884,Colombia,170.0,1978,683220.0,Americas,170
6896,Colombia,170.0,1979,713340.0,Americas,170
6908,Colombia,170.0,1980,724380.0,Americas,170
6920,Colombia,170.0,1981,782200.0,Americas,170
6932,Colombia,170.0,1982,773600.0,Americas,170
6944,Colombia,170.0,1983,768600.0,Americas,170
6956,Colombia,170.0,1984,807800.0,Americas,170
6968,Colombia,170.0,1985,643100.0,Americas,170
6980,Colombia,170.0,1986,713500.0,Americas,170
6992,Colombia,170.0,1987,651600.0,Americas,170
7004,Colombia,170.0,1988,708700.0,Americas,170
7016,Colombia,170.0,1989,664000.0,Americas,170
7028,Colombia,170.0,1990,845000.0,Americas,170
7040,Colombia,170.0,1991,970740.0,Americas,170
7052,Colombia,170.0,1992,1100000.0,Americas,170
7064,Colombia,170.0,1993,818220.0,Americas,170
7076,Colombia,170.0,1994,721860.0,Americas,170
7088,Colombia,170.0,1995,821820.0,Americas,170
7100,Colombia,170.0,1996,671401.0,Americas,170
7112,Colombia,170.0,1997,642239.0,Americas,170
7124,Colombia,170.0,1998,766980.0,Americas,170
